ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalogue","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: brand","Meta: product_brand","Meta: manufacturer","Meta: brand_name","Meta: product_manufacturer","Meta: _product_cat","Meta: avada_post_views_count_today_date","Meta: _source_file","Meta: _vendor_link","Meta: wp-smush-lcp-data-0320cb","Meta: _store_count_us","Meta: _store_count_uk","Meta: _store_count","Meta: _watching_count","Meta: wp-smush-lcp-data-0aec71","Meta: wp-smush-lcp-data-0e4cc8","Meta: avada_post_views_count","Meta: avada_today_post_views_count","Meta: wp-smush-lcp-data-0d29b1","Meta: wp-smush-lcp-data-09e777","Meta: wp-smush-lcp-data-0c8db8","Meta: wp-smush-lcp-data-0a8259","Meta: wp-smush-lcp-data-00502f","Meta: wp-smush-lcp-data-033ac9","Meta: wp-smush-lcp-data-027185","Meta: wp-smush-lcp-data-001cad","Meta: wp-smush-lcp-data-0d9e57","Meta: wp-smush-lcp-data-04a26b","Meta: wp-smush-lcp-data-0dbc3e","Meta: wp-smush-lcp-data-090c54","Meta: wp-smush-lcp-data-0a9a6d","Meta: wp-smush-lcp-data-0a4c37","Meta: wp-smush-lcp-data-096846","Meta: wp-smush-lcp-data-0cbc2c","Meta: wp-smush-lcp-data-0cf198","Meta: wp-smush-lcp-data-077b00","Meta: wp-smush-lcp-data-0533e7","Meta: wp-smush-lcp-data-03841f","Meta: wp-smush-lcp-data-049033","Meta: wp-smush-lcp-data-0790a2","Meta: wp-smush-lcp-data-0442c1","Meta: wp-smush-lcp-data-0700e4","Meta: wp-smush-lcp-data-02540e","Meta: wp-smush-lcp-data-05f0a8","Meta: wp-smush-lcp-data-07be9e","Meta: wp-smush-lcp-data-0e21ae","Meta: wp-smush-lcp-data-0d21ba","Meta: wp-smush-lcp-data-039773","Meta: wp-smush-lcp-data-08f93e","Meta: wp-smush-lcp-data-0ee2d8","Meta: wp-smush-lcp-data-0ce664","Meta: wp-smush-lcp-data-0ba8fc","Meta: wp-smush-lcp-data-0e8efe","Meta: wp-smush-lcp-data-09faa9","Meta: wp-smush-lcp-data-0be8e7","Meta: wp-smush-lcp-data-04c033","Meta: wp-smush-lcp-data-0b12d8","Meta: wp-smush-lcp-data-0e1575","Meta: wp-smush-lcp-data-0abee9","Meta: wp-smush-lcp-data-03c959","Meta: wp-smush-lcp-data-0b6ff4","Meta: wp-smush-lcp-data-0e4416","Meta: wp-smush-lcp-data-06b7ca","Meta: wp-smush-lcp-data-064304","Meta: wp-smush-lcp-data-00dd3f"
66888,simple,SKU-77-CHERRY,,"77 Cherry",1,0,visible,"Premium 77 Cherry nicotine pouches by 77 with Cherry flavor","Experience the premium quality of 77 Cherry nicotine pouches by 77 with Cherry flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cherry_Slim_SL_45779_Nicotine_Pouches-NPO-77X_CHER_SL_0052-10.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cherry_Slim_SL_45779_Nicotine_Pouches-NPO-77X_CHER_SL_0052-11.jpg",,,,,,,,,0,77,Flavor,Cherry,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-cherry,,0,2,2,26,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Cherry_Slim_SL_45779_Nicotine_Pouches-NPO-77X_CHER_SL_0052.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66891,simple,SKU-77-COLA,,"77 Cola",1,0,visible,"Premium 77 Cola nicotine pouches by 77","Experience the premium quality of 77 Cola nicotine pouches by 77. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cola_Slim_SL_3_5_Nicotine_Pouches-NPO-77X_COLA_SL_0104-10.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cola_Slim_SL_3_5_Nicotine_Pouches-NPO-77X_COLA_SL_0104-11.jpg",,,,,,,,,0,77,Manufacturer,77,1,0,,,,,77,77,77,77,77,77,08-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-cola,,0,2,2,29,,,1,1,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Cola_Slim_SL_3_5_Nicotine_Pouches-NPO-77X_COLA_SL_0104.webp?v=1747815544&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66894,simple,SKU-77-COLA-AND-CHERRY,,"77 Cola &amp; Cherry",1,0,visible,"Premium 77 Cola &amp; Cherry nicotine pouches by 77 with Cherry flavor","Experience the premium quality of 77 Cola &amp; Cherry nicotine pouches by 77 with Cherry flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cola_and_Cherry_Slim_SL_45780_Nicotine_Pouches-NPO-77X_COCH_SL_0104-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cola_and_Cherry_Slim_SL_45780_Nicotine_Pouches-NPO-77X_COCH_SL_0104-9.jpg",,,,,,,,,0,77,Flavor,Cherry,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-cola-cherry,,0,1,1,16,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Cola_and_Cherry_Slim_SL_45780_Nicotine_Pouches-NPO-77X_COCH_SL_0104.webp?v=1746542208&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66897,simple,SKU-77-COLA-ICE,,"77 Cola Ice",1,0,visible,"Premium 77 Cola Ice nicotine pouches by 77 with Ice flavor","Experience the premium quality of 77 Cola Ice nicotine pouches by 77 with Ice flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cola_Ice_Mini_MI_45782_Nicotine_Pouches-NPO-77X_COIC_MI_0200-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cola_Ice_Mini_MI_45782_Nicotine_Pouches-NPO-77X_COIC_MI_0200-9.jpg",,,,,,,,,0,77,Flavor,Ice,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-cola-ice,,0,1,1,21,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Cola_Ice_Mini_MI_45782_Nicotine_Pouches-NPO-77X_COIC_MI_0200.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66900,simple,SKU-77-COLA-AND-VANILLA,,"77 Cola &amp; Vanilla",1,0,visible,"Premium 77 Cola &amp; Vanilla nicotine pouches by 77 with Vanilla flavor","Experience the premium quality of 77 Cola &amp; Vanilla nicotine pouches by 77 with Vanilla flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cola_and_Vanilla_Slim_SL_45780_Nicotine_Pouches-NPO-77X_COVA_SL_0104-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Cola_and_Vanilla_Slim_SL_45780_Nicotine_Pouches-NPO-77X_COVA_SL_0104-9.jpg",,,,,,,,,0,,Flavor,Vanilla,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-cola-vanilla,,0,0,0,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Cola_and_Vanilla_Slim_SL_45780_Nicotine_Pouches-NPO-77X_COVA_SL_0104.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66904,simple,SKU-77-FRESH-MINT,,"77 Fresh Mint",1,0,visible,"Premium 77 Fresh Mint nicotine pouches by 77 with Mint flavor","Experience the premium quality of 77 Fresh Mint nicotine pouches by 77 with Mint flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Fresh_Mint_Slim_SL_45779_Nicotine_Pouches-NPO-77X_FRMI_SL_0052-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Fresh_Mint_Slim_SL_45779_Nicotine_Pouches-NPO-77X_FRMI_SL_0052-9.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Fresh_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_FRMI_SL_0104-4.jpg",,,,,,,,,0,77,Flavor,Mint,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-fresh-mint,,0,2,2,22,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Fresh_Mint_Slim_SL_45779_Nicotine_Pouches-NPO-77X_FRMI_SL_0052.webp?v=1746542208&width=675|https://twowombats.com/cdn/shop/files/77_Fresh_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_FRMI_SL_0104.webp?v=1746542208&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66908,simple,SKU-77-FOREST-FRUITS,,"77 Forest Fruits",1,0,visible,"Premium 77 Forest Fruits nicotine pouches by 77","Experience the premium quality of 77 Forest Fruits nicotine pouches by 77. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Forest_Fruits_Slim_SL_45779_Nicotine_Pouches-NPO-77X_FOFR_SL_0052-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Forest_Fruits_Slim_SL_45779_Nicotine_Pouches-NPO-77X_FOFR_SL_0052-9.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Forest_Fruits_Slim_SL_45780_Nicotine_Pouches-NPO-77X_FOFR_SL_0104-4.jpg",,,,,,,,,0,77,Manufacturer,77,1,0,,,,,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-forest-fruits,,0,2,2,15,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Forest_Fruits_Slim_SL_45779_Nicotine_Pouches-NPO-77X_FOFR_SL_0052.webp?v=1746542208&width=675|https://twowombats.com/cdn/shop/files/77_Forest_Fruits_Slim_SL_45780_Nicotine_Pouches-NPO-77X_FOFR_SL_0104.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66911,simple,SKU-77-ARCTIC-BERRY,,"77 Arctic Berry",1,0,visible,"Premium 77 Arctic Berry nicotine pouches by 77 with Berry flavor","Experience the premium quality of 77 Arctic Berry nicotine pouches by 77 with Berry flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Arctic_Berry_Slim_SL_3_5_Nicotine_Pouches-NPO-77X_ARBE_SL_0104_31d5679b-b9ba-420e-97c4-acdd35054a2d-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Arctic_Berry_Slim_SL_3_5_Nicotine_Pouches-NPO-77X_ARBE_SL_0104_31d5679b-b9ba-420e-97c4-acdd35054a2d-9.jpg",,,,,,,,,0,77,Flavor,Berry,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-arctic-berry,,0,2,2,25,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Arctic_Berry_Slim_SL_3_5_Nicotine_Pouches-NPO-77X_ARBE_SL_0104_31d5679b-b9ba-420e-97c4-acdd35054a2d.webp?v=1746542206&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66915,simple,SKU-77-ICE-MINT,,"77 Ice Mint",1,0,visible,"Premium 77 Ice Mint nicotine pouches by 77 with Mint flavor","Experience the premium quality of 77 Ice Mint nicotine pouches by 77 with Mint flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Ice_Mint_Slim_SL_45779_Nicotine_Pouches-NPO-77X_ICMI_SL_0052-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Ice_Mint_Slim_SL_45779_Nicotine_Pouches-NPO-77X_ICMI_SL_0052-9.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Ice_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_ICMI_SL_0104-4.jpg",,,,,,,,,0,,Flavor,Mint,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-ice-mint,,0,1,1,26,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Ice_Mint_Slim_SL_45779_Nicotine_Pouches-NPO-77X_ICMI_SL_0052.webp?v=1746542207&width=675|https://twowombats.com/cdn/shop/files/77_Ice_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_ICMI_SL_0104.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66918,simple,SKU-77-LIQUORICE-AND-CITRUS,,"77 Liquorice &amp; Citrus",1,0,visible,"Premium 77 Liquorice &amp; Citrus nicotine pouches by 77 with Ice flavor","Experience the premium quality of 77 Liquorice &amp; Citrus nicotine pouches by 77 with Ice flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Liquorice_and_Citrus_Slim_SL_45780_Nicotine_Pouches-NPO-77X_LICI_SL_0104-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Liquorice_and_Citrus_Slim_SL_45780_Nicotine_Pouches-NPO-77X_LICI_SL_0104-9.jpg",,,,,,,,,0,77,Flavor,Ice,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-liquorice-citrus,,0,0,0,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Liquorice_and_Citrus_Slim_SL_45780_Nicotine_Pouches-NPO-77X_LICI_SL_0104.webp?v=1746542208&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66921,simple,SKU-77-MANGO,,"77 Mango",1,0,visible,"Premium 77 Mango nicotine pouches by 77","Experience the premium quality of 77 Mango nicotine pouches by 77. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Mango_Mini_MI_45782_Nicotine_Pouches-NPO-77X_MANG_MI_0200-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Mango_Mini_MI_45782_Nicotine_Pouches-NPO-77X_MANG_MI_0200-9.jpg",,,,,,,,,0,77,Manufacturer,77,1,0,,,,,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-mango,,0,1,1,20,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Mango_Mini_MI_45782_Nicotine_Pouches-NPO-77X_MANG_MI_0200.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66924,simple,SKU-77-MELON-AND-MINT,,"77 Melon &amp; Mint",1,0,visible,"Premium 77 Melon &amp; Mint nicotine pouches by 77 with Mint flavor","Experience the premium quality of 77 Melon &amp; Mint nicotine pouches by 77 with Mint flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Melon_and_Mint_Slim_SL_45779_Nicotine_Pouches-NPO-77X_MEMI_SL_0052-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Melon_and_Mint_Slim_SL_45779_Nicotine_Pouches-NPO-77X_MEMI_SL_0052-9.jpg",,,,,,,,,0,77,Flavor,Mint,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-melon-mint,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Melon_and_Mint_Slim_SL_45779_Nicotine_Pouches-NPO-77X_MEMI_SL_0052.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
66927,simple,SKU-77-ORIGINAL,,"77 Original",1,0,visible,"Premium 77 Original nicotine pouches by 77","Experience the premium quality of 77 Original nicotine pouches by 77. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,Normal,,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Original_Mini_MI_45782_Nicotine_Pouches-NPO-77X_ORIG_MI_0200-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Original_Mini_MI_45782_Nicotine_Pouches-NPO-77X_ORIG_MI_0200-9.jpg",,,,,,,,,0,77,Manufacturer,77,1,0,,,,,77,77,77,77,77,77,08-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-original,,0,2,2,25,,,1,1,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Original_Mini_MI_45782_Nicotine_Pouches-NPO-77X_ORIG_MI_0200.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,
66930,simple,SKU-77-PEACH-AND-MINT,,"77 Peach &amp; Mint",1,0,visible,"Premium 77 Peach &amp; Mint nicotine pouches by 77 with Mint flavor","Experience the premium quality of 77 Peach &amp; Mint nicotine pouches by 77 with Mint flavor. These high-quality nicotine pouches provide a satisfying and discreet nicotine experience without tobacco. Perfect for on-the-go use, these pouches offer a clean and modern alternative to traditional smoking.",,,taxable,,1,,,0,0,,,,,1,,,,"Ultra Strong",,,"https://gianna.templweb.com/wp-content/uploads/2025/09/77_Peach_and_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_PEMI_SL_0104-8.jpg, https://gianna.templweb.com/wp-content/uploads/2025/09/77_Peach_and_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_PEMI_SL_0104-9.jpg",,,,,,,,,0,77,Flavor,Mint,1,0,Manufacturer,77,1,0,77,77,77,77,77,77,04-09-2025,4nx-arctic-mint-uk----4-24---free-shipping-2025-09-04T08-13-27-095Z.csv,https://twowombats.com/products/77-nicotine-pouches-peach-mint,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,"{""selector"": ""div.woocommerce-product-gallery__wrapper>div.woocommerce-product-gallery__image>a>img.wp-post-image"", ""selector_xpath"": ""/html/body/div[1]/div/main/div/section/div/div/div[3]/div/div[1]/div/div/div/div/div/div/a[1]/img"", ""selector_id"": """", ""selector_class"": ""wp-post-image"", ""image_url"": ""https://twowombats.com/cdn/shop/files/77_Peach_and_Mint_Slim_SL_45780_Nicotine_Pouches-NPO-77X_PEMI_SL_0104.webp?v=1746542207&width=675"", ""version"": 0}",,,,,,,,,,,,,,,,,,,,,,,,,,
